Feature,SHAP_Value,Impact,EmployeeID,Rank,ActualAttrition,PredictedAttrition,Probability_of_Leaving,FinancialRisk,RiskCategory
Research Scientist,0.75,Increases Risk,1260,2,0,0,0.03102757999794982,15179.93,Low
Technical Degree,0.428,Increases Risk,1260,3,0,0,0.03102757999794982,15179.93,Low
JobSatisfaction,0.281,Increases Risk,1260,4,0,0,0.03102757999794982,15179.93,Low
Life Sciences,0.219,Increases Risk,1260,5,0,0,0.03102757999794982,15179.93,Low
Travels Rarely,-0.622,Reduces Risk,1260,1,0,0,0.03102757999794982,15179.93,Low
YearsInCurrentRole,-0.513,Reduces Risk,1260,2,0,0,0.03102757999794982,15179.93,Low
Travels Frequently,-0.49,Reduces Risk,1260,3,0,0,0.03102757999794982,15179.93,Low
YearsWithCurrManager,-0.416,Reduces Risk,1260,4,0,0,0.03102757999794982,15179.93,Low
Overtime,-0.409,Reduces Risk,1260,5,0,0,0.03102757999794982,15179.93,Low
Travels Frequently,1.326,Increases Risk,332,1,0,0,0.02286224943919117,20036.93,Low
Single,0.883,Increases Risk,332,2,0,0,0.02286224943919117,20036.93,Low
Research Scientist,0.75,Increases Risk,332,3,0,0,0.02286224943919117,20036.93,Low
DistanceFromHome,0.452,Increases Risk,332,4,0,0,0.02286224943919117,20036.93,Low
WorkLifeBalance,0.221,Increases Risk,332,5,0,0,0.02286224943919117,20036.93,Low
Travels Rarely,-0.622,Reduces Risk,332,1,0,0,0.02286224943919117,20036.93,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,332,2,0,0,0.02286224943919117,20036.93,Low
TotalWorkingYears,-0.568,Reduces Risk,332,3,0,0,0.02286224943919117,20036.93,Low
Age,-0.486,Reduces Risk,332,4,0,0,0.02286224943919117,20036.93,Low
Overtime,-0.409,Reduces Risk,332,5,0,0,0.02286224943919117,20036.93,Low
Laboratory Technician,1.794,Increases Risk,915,1,1,1,0.7927600389513438,374579.12,High
Travels Frequently,1.326,Increases Risk,915,2,1,1,0.7927600389513438,374579.12,High
Single,0.883,Increases Risk,915,3,1,1,0.7927600389513438,374579.12,High
WorkLifeBalance,0.589,Increases Risk,915,4,1,1,0.7927600389513438,374579.12,High
EnvironmentSatisfaction,0.55,Increases Risk,915,5,1,1,0.7927600389513438,374579.12,High
Travels Rarely,-0.622,Reduces Risk,915,1,1,1,0.7927600389513438,374579.12,High
YearsAtCompany,-0.5,Reduces Risk,915,2,1,1,0.7927600389513438,374579.12,High
Overtime,-0.409,Reduces Risk,915,3,1,1,0.7927600389513438,374579.12,High
Life Sciences,-0.373,Reduces Risk,915,4,1,1,0.7927600389513438,374579.12,High
NumCompaniesWorked,-0.32,Reduces Risk,915,5,1,1,0.7927600389513438,374579.12,High
Single,0.883,Increases Risk,101,1,0,0,0.08280360426471622,44058.14,Medium
Research Scientist,0.75,Increases Risk,101,2,0,0,0.08280360426471622,44058.14,Medium
YearsInCurrentRole,0.73,Increases Risk,101,3,0,0,0.08280360426471622,44058.14,Medium
JobSatisfaction,0.676,Increases Risk,101,4,0,0,0.08280360426471622,44058.14,Medium
TotalWorkingYears,0.557,Increases Risk,101,5,0,0,0.08280360426471622,44058.14,Medium
YearsAtCompany,-0.609,Reduces Risk,101,1,0,0,0.08280360426471622,44058.14,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,101,2,0,0,0.08280360426471622,44058.14,Medium
Travels Frequently,-0.49,Reduces Risk,101,3,0,0,0.08280360426471622,44058.14,Medium
Overtime,-0.409,Reduces Risk,101,4,0,0,0.08280360426471622,44058.14,Medium
Life Sciences,-0.373,Reduces Risk,101,5,0,0,0.08280360426471622,44058.14,Medium
Overtime,1.744,Increases Risk,107,1,1,1,0.6591461878486603,681504.43,High
Single,0.883,Increases Risk,107,2,1,1,0.6591461878486603,681504.43,High
Sales Executive,0.696,Increases Risk,107,3,1,1,0.6591461878486603,681504.43,High
Sales Department,0.404,Increases Risk,107,4,1,1,0.6591461878486603,681504.43,High
Travels Rarely,0.35,Increases Risk,107,5,1,1,0.6591461878486603,681504.43,High
Travels Frequently,-0.49,Reduces Risk,107,1,1,1,0.6591461878486603,681504.43,High
NumCompaniesWorked,-0.32,Reduces Risk,107,2,1,1,0.6591461878486603,681504.43,High
YearsSinceLastPromotion,-0.313,Reduces Risk,107,3,1,1,0.6591461878486603,681504.43,High
Marketing,-0.272,Reduces Risk,107,4,1,1,0.6591461878486603,681504.43,High
Laboratory Technician,-0.268,Reduces Risk,107,5,1,1,0.6591461878486603,681504.43,High
YearsAtCompany,0.708,Increases Risk,306,1,0,0,0.020521184888111277,20256.87,Low
Sales Executive,0.696,Increases Risk,306,2,0,0,0.020521184888111277,20256.87,Low
Sales Department,0.404,Increases Risk,306,3,0,0,0.020521184888111277,20256.87,Low
Travels Rarely,0.35,Increases Risk,306,4,0,0,0.020521184888111277,20256.87,Low
JobInvolvement,0.343,Increases Risk,306,5,0,0,0.020521184888111277,20256.87,Low
YearsInCurrentRole,-0.691,Reduces Risk,306,1,0,0,0.020521184888111277,20256.87,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,306,2,0,0,0.020521184888111277,20256.87,Low
YearsWithCurrManager,-0.547,Reduces Risk,306,3,0,0,0.020521184888111277,20256.87,Low
Travels Frequently,-0.49,Reduces Risk,306,4,0,0,0.020521184888111277,20256.87,Low
Single,-0.475,Reduces Risk,306,5,0,0,0.020521184888111277,20256.87,Low
Sales Executive,0.696,Increases Risk,1031,1,1,0,0.01760582238668151,31994.71,Medium
EnvironmentSatisfaction,0.55,Increases Risk,1031,2,1,0,0.01760582238668151,31994.71,Medium
Sales Department,0.404,Increases Risk,1031,3,1,0,0.01760582238668151,31994.71,Medium
Travels Rarely,0.35,Increases Risk,1031,4,1,0,0.01760582238668151,31994.71,Medium
YearsSinceLastPromotion,0.329,Increases Risk,1031,5,1,0,0.01760582238668151,31994.71,Medium
TotalWorkingYears,-1.042,Reduces Risk,1031,1,1,0,0.01760582238668151,31994.71,Medium
WorkLifeBalance,-0.515,Reduces Risk,1031,2,1,0,0.01760582238668151,31994.71,Medium
YearsInCurrentRole,-0.513,Reduces Risk,1031,3,1,0,0.01760582238668151,31994.71,Medium
JobSatisfaction,-0.51,Reduces Risk,1031,4,1,0,0.01760582238668151,31994.71,Medium
Travels Frequently,-0.49,Reduces Risk,1031,5,1,0,0.01760582238668151,31994.71,Medium
Overtime,1.744,Increases Risk,175,1,0,0,0.059816533594844935,45835.02,Medium
Research Scientist,0.75,Increases Risk,175,2,0,0,0.059816533594844935,45835.02,Medium
JobSatisfaction,0.676,Increases Risk,175,3,0,0,0.059816533594844935,45835.02,Medium
YearsInCurrentRole,0.375,Increases Risk,175,4,0,0,0.059816533594844935,45835.02,Medium
Travels Rarely,0.35,Increases Risk,175,5,0,0,0.059816533594844935,45835.02,Medium
Age,-0.539,Reduces Risk,175,1,0,0,0.059816533594844935,45835.02,Medium
TotalWorkingYears,-0.509,Reduces Risk,175,2,0,0,0.059816533594844935,45835.02,Medium
YearsAtCompany,-0.5,Reduces Risk,175,3,0,0,0.059816533594844935,45835.02,Medium
Travels Frequently,-0.49,Reduces Risk,175,4,0,0,0.059816533594844935,45835.02,Medium
Single,-0.475,Reduces Risk,175,5,0,0,0.059816533594844935,45835.02,Medium
Laboratory Technician,1.794,Increases Risk,239,1,1,1,0.6831192044940585,458646.23,High
Overtime,1.744,Increases Risk,239,2,1,1,0.6831192044940585,458646.23,High
Single,0.883,Increases Risk,239,3,1,1,0.6831192044940585,458646.23,High
WorkLifeBalance,0.589,Increases Risk,239,4,1,1,0.6831192044940585,458646.23,High
TotalWorkingYears,0.379,Increases Risk,239,5,1,1,0.6831192044940585,458646.23,High
EnvironmentSatisfaction,-0.588,Reduces Risk,239,1,1,1,0.6831192044940585,458646.23,High
NumCompaniesWorked,-0.524,Reduces Risk,239,2,1,1,0.6831192044940585,458646.23,High
Travels Frequently,-0.49,Reduces Risk,239,3,1,1,0.6831192044940585,458646.23,High
YearsAtCompany,-0.39,Reduces Risk,239,4,1,1,0.6831192044940585,458646.23,High
Life Sciences,-0.373,Reduces Risk,239,5,1,1,0.6831192044940585,458646.23,High
Overtime,1.744,Increases Risk,986,1,0,0,0.2257051246394194,248636.77,High
Sales Executive,0.696,Increases Risk,986,2,0,0,0.2257051246394194,248636.77,High
EnvironmentSatisfaction,0.55,Increases Risk,986,3,0,0,0.2257051246394194,248636.77,High
DistanceFromHome,0.493,Increases Risk,986,4,0,0,0.2257051246394194,248636.77,High
Sales Department,0.404,Increases Risk,986,5,0,0,0.2257051246394194,248636.77,High
WorkLifeBalance,-0.515,Reduces Risk,986,1,0,0,0.2257051246394194,248636.77,High
JobSatisfaction,-0.51,Reduces Risk,986,2,0,0,0.2257051246394194,248636.77,High
Travels Frequently,-0.49,Reduces Risk,986,3,0,0,0.2257051246394194,248636.77,High
Single,-0.475,Reduces Risk,986,4,0,0,0.2257051246394194,248636.77,High
Life Sciences,-0.373,Reduces Risk,986,5,0,0,0.2257051246394194,248636.77,High
Laboratory Technician,1.794,Increases Risk,405,1,1,0,0.23720988187540964,172114.75,High
JobSatisfaction,0.676,Increases Risk,405,2,1,0,0.23720988187540964,172114.75,High
EnvironmentSatisfaction,0.55,Increases Risk,405,3,1,0,0.23720988187540964,172114.75,High
NumCompaniesWorked,0.495,Increases Risk,405,4,1,0,0.23720988187540964,172114.75,High
YearsInCurrentRole,0.375,Increases Risk,405,5,1,0,0.23720988187540964,172114.75,High
YearsAtCompany,-0.5,Reduces Risk,405,1,1,0,0.23720988187540964,172114.75,High
Travels Frequently,-0.49,Reduces Risk,405,2,1,0,0.23720988187540964,172114.75,High
Single,-0.475,Reduces Risk,405,3,1,0,0.23720988187540964,172114.75,High
Overtime,-0.409,Reduces Risk,405,4,1,0,0.23720988187540964,172114.75,High
TrainingTimesLastYear,-0.363,Reduces Risk,405,5,1,0,0.23720988187540964,172114.75,High
Sales Executive,0.696,Increases Risk,1247,1,0,0,0.13786622851849611,207113.68,High
EnvironmentSatisfaction,0.55,Increases Risk,1247,2,0,0,0.13786622851849611,207113.68,High
Technical Degree,0.428,Increases Risk,1247,3,0,0,0.13786622851849611,207113.68,High
Sales Department,0.404,Increases Risk,1247,4,0,0,0.13786622851849611,207113.68,High
YearsInCurrentRole,0.375,Increases Risk,1247,5,0,0,0.13786622851849611,207113.68,High
Travels Frequently,-0.49,Reduces Risk,1247,1,0,0,0.13786622851849611,207113.68,High
Single,-0.475,Reduces Risk,1247,2,0,0,0.13786622851849611,207113.68,High
Overtime,-0.409,Reduces Risk,1247,3,0,0,0.13786622851849611,207113.68,High
NumCompaniesWorked,-0.32,Reduces Risk,1247,4,0,0,0.13786622851849611,207113.68,High
YearsSinceLastPromotion,-0.313,Reduces Risk,1247,5,0,0,0.13786622851849611,207113.68,High
Laboratory Technician,1.794,Increases Risk,128,1,0,0,0.1381291897436941,62729.99,Medium
YearsInCurrentRole,0.552,Increases Risk,128,2,0,0,0.1381291897436941,62729.99,Medium
TotalWorkingYears,0.438,Increases Risk,128,3,0,0,0.1381291897436941,62729.99,Medium
Technical Degree,0.428,Increases Risk,128,4,0,0,0.1381291897436941,62729.99,Medium
YearsWithCurrManager,0.372,Increases Risk,128,5,0,0,0.1381291897436941,62729.99,Medium
NumCompaniesWorked,-0.524,Reduces Risk,128,1,0,0,0.1381291897436941,62729.99,Medium
JobSatisfaction,-0.51,Reduces Risk,128,2,0,0,0.1381291897436941,62729.99,Medium
YearsAtCompany,-0.5,Reduces Risk,128,3,0,0,0.1381291897436941,62729.99,Medium
Travels Frequently,-0.49,Reduces Risk,128,4,0,0,0.1381291897436941,62729.99,Medium
Single,-0.475,Reduces Risk,128,5,0,0,0.1381291897436941,62729.99,Medium
NumCompaniesWorked,1.31,Increases Risk,770,1,0,0,0.0010568556830939126,3733.72,Low
EstimatedMonthlySalary,0.571,Increases Risk,770,2,0,0,0.0010568556830939126,3733.72,Low
TrainingTimesLastYear,0.434,Increases Risk,770,3,0,0,0.0010568556830939126,3733.72,Low
YearsInCurrentRole,0.375,Increases Risk,770,4,0,0,0.0010568556830939126,3733.72,Low
Travels Rarely,0.35,Increases Risk,770,5,0,0,0.0010568556830939126,3733.72,Low
JobRole_Research Director,-1.125,Reduces Risk,770,1,0,0,0.0010568556830939126,3733.72,Low
TotalWorkingYears,-0.746,Reduces Risk,770,2,0,0,0.0010568556830939126,3733.72,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,770,3,0,0,0.0010568556830939126,3733.72,Low
JobSatisfaction,-0.51,Reduces Risk,770,4,0,0,0.0010568556830939126,3733.72,Low
YearsAtCompany,-0.5,Reduces Risk,770,5,0,0,0.0010568556830939126,3733.72,Low
Laboratory Technician,1.794,Increases Risk,351,1,0,0,0.024511618173215816,10456.66,Low
YearsInCurrentRole,0.73,Increases Risk,351,2,0,0,0.024511618173215816,10456.66,Low
Travels Rarely,0.35,Increases Risk,351,3,0,0,0.024511618173215816,10456.66,Low
JobSatisfaction,0.281,Increases Risk,351,4,0,0,0.024511618173215816,10456.66,Low
Married,0.239,Increases Risk,351,5,0,0,0.024511618173215816,10456.66,Low
Travels Frequently,-0.49,Reduces Risk,351,1,0,0,0.024511618173215816,10456.66,Low
Single,-0.475,Reduces Risk,351,2,0,0,0.024511618173215816,10456.66,Low
YearsWithCurrManager,-0.416,Reduces Risk,351,3,0,0,0.024511618173215816,10456.66,Low
Overtime,-0.409,Reduces Risk,351,4,0,0,0.024511618173215816,10456.66,Low
Medical,-0.343,Reduces Risk,351,5,0,0,0.024511618173215816,10456.66,Low
Manufacturing Director,0.541,Increases Risk,1112,1,1,0,0.022048390500175874,19268.09,Low
YearsInCurrentRole,0.375,Increases Risk,1112,2,1,0,0.022048390500175874,19268.09,Low
Travels Rarely,0.35,Increases Risk,1112,3,1,0,0.022048390500175874,19268.09,Low
NumCompaniesWorked,0.291,Increases Risk,1112,4,1,0,0.022048390500175874,19268.09,Low
JobSatisfaction,0.281,Increases Risk,1112,5,1,0,0.022048390500175874,19268.09,Low
Travels Frequently,-0.49,Reduces Risk,1112,1,1,0,0.022048390500175874,19268.09,Low
Single,-0.475,Reduces Risk,1112,2,1,0,0.022048390500175874,19268.09,Low
Overtime,-0.409,Reduces Risk,1112,3,1,0,0.022048390500175874,19268.09,Low
Medical,-0.343,Reduces Risk,1112,4,1,0,0.022048390500175874,19268.09,Low
DistanceFromHome,-0.297,Reduces Risk,1112,5,1,0,0.022048390500175874,19268.09,Low
Single,0.883,Increases Risk,462,1,0,0,0.030013677312813188,28832.94,Low
Sales Executive,0.696,Increases Risk,462,2,0,0,0.030013677312813188,28832.94,Low
DistanceFromHome,0.493,Increases Risk,462,3,0,0,0.030013677312813188,28832.94,Low
YearsSinceLastPromotion,0.49,Increases Risk,462,4,0,0,0.030013677312813188,28832.94,Low
Sales Department,0.404,Increases Risk,462,5,0,0,0.030013677312813188,28832.94,Low
JobInvolvement,-0.61,Reduces Risk,462,1,0,0,0.030013677312813188,28832.94,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,462,2,0,0,0.030013677312813188,28832.94,Low
YearsInCurrentRole,-0.513,Reduces Risk,462,3,0,0,0.030013677312813188,28832.94,Low
JobSatisfaction,-0.51,Reduces Risk,462,4,0,0,0.030013677312813188,28832.94,Low
Travels Frequently,-0.49,Reduces Risk,462,5,0,0,0.030013677312813188,28832.94,Low
Sales Executive,0.696,Increases Risk,1314,1,0,0,0.0023525977025169254,2182.55,Low
YearsSinceLastPromotion,0.49,Increases Risk,1314,2,0,0,0.0023525977025169254,2182.55,Low
Sales Department,0.404,Increases Risk,1314,3,0,0,0.0023525977025169254,2182.55,Low
NumCompaniesWorked,0.291,Increases Risk,1314,4,0,0,0.0023525977025169254,2182.55,Low
Married,0.239,Increases Risk,1314,5,0,0,0.0023525977025169254,2182.55,Low
Travels Rarely,-0.622,Reduces Risk,1314,1,0,0,0.0023525977025169254,2182.55,Low
WorkLifeBalance,-0.515,Reduces Risk,1314,2,0,0,0.0023525977025169254,2182.55,Low
YearsInCurrentRole,-0.513,Reduces Risk,1314,3,0,0,0.0023525977025169254,2182.55,Low
Travels Frequently,-0.49,Reduces Risk,1314,4,0,0,0.0023525977025169254,2182.55,Low
Single,-0.475,Reduces Risk,1314,5,0,0,0.0023525977025169254,2182.55,Low
Laboratory Technician,1.794,Increases Risk,1192,1,0,0,0.3745432115874103,174409.79,High
Overtime,1.744,Increases Risk,1192,2,0,0,0.3745432115874103,174409.79,High
JobSatisfaction,0.676,Increases Risk,1192,3,0,0,0.3745432115874103,174409.79,High
YearsInCurrentRole,0.375,Increases Risk,1192,4,0,0,0.3745432115874103,174409.79,High
Travels Rarely,0.35,Increases Risk,1192,5,0,0,0.3745432115874103,174409.79,High
EnvironmentSatisfaction,-0.588,Reduces Risk,1192,1,0,0,0.3745432115874103,174409.79,High
YearsAtCompany,-0.5,Reduces Risk,1192,2,0,0,0.3745432115874103,174409.79,High
Travels Frequently,-0.49,Reduces Risk,1192,3,0,0,0.3745432115874103,174409.79,High
Single,-0.475,Reduces Risk,1192,4,0,0,0.3745432115874103,174409.79,High
TotalWorkingYears,-0.391,Reduces Risk,1192,5,0,0,0.3745432115874103,174409.79,High
Laboratory Technician,1.794,Increases Risk,1208,1,0,0,0.007093307411955208,5089.31,Low
YearsAtCompany,0.928,Increases Risk,1208,2,0,0,0.007093307411955208,5089.31,Low
Travels Rarely,0.35,Increases Risk,1208,3,0,0,0.007093307411955208,5089.31,Low
JobInvolvement,0.343,Increases Risk,1208,4,0,0,0.007093307411955208,5089.31,Low
YearsSinceLastPromotion,0.329,Increases Risk,1208,5,0,0,0.007093307411955208,5089.31,Low
YearsWithCurrManager,-1.204,Reduces Risk,1208,1,0,0,0.007093307411955208,5089.31,Low
YearsInCurrentRole,-1.046,Reduces Risk,1208,2,0,0,0.007093307411955208,5089.31,Low
WorkLifeBalance,-0.515,Reduces Risk,1208,3,0,0,0.007093307411955208,5089.31,Low
JobSatisfaction,-0.51,Reduces Risk,1208,4,0,0,0.007093307411955208,5089.31,Low
Travels Frequently,-0.49,Reduces Risk,1208,5,0,0,0.007093307411955208,5089.31,Low
Overtime,1.744,Increases Risk,602,1,0,0,0.28209280851940405,349191.4,High
Single,0.883,Increases Risk,602,2,0,0,0.28209280851940405,349191.4,High
YearsInCurrentRole,0.73,Increases Risk,602,3,0,0,0.28209280851940405,349191.4,High
Manufacturing Director,0.541,Increases Risk,602,4,0,0,0.28209280851940405,349191.4,High
YearsWithCurrManager,0.503,Increases Risk,602,5,0,0,0.28209280851940405,349191.4,High
YearsAtCompany,-0.719,Reduces Risk,602,1,0,0,0.28209280851940405,349191.4,High
JobSatisfaction,-0.51,Reduces Risk,602,2,0,0,0.28209280851940405,349191.4,High
Travels Frequently,-0.49,Reduces Risk,602,3,0,0,0.28209280851940405,349191.4,High
Medical,-0.343,Reduces Risk,602,4,0,0,0.28209280851940405,349191.4,High
YearsSinceLastPromotion,-0.313,Reduces Risk,602,5,0,0,0.28209280851940405,349191.4,High
Laboratory Technician,1.794,Increases Risk,32,1,0,0,0.19815655764968793,78684.01,Medium
Single,0.883,Increases Risk,32,2,0,0,0.19815655764968793,78684.01,Medium
YearsInCurrentRole,0.73,Increases Risk,32,3,0,0,0.19815655764968793,78684.01,Medium
YearsAtCompany,0.379,Increases Risk,32,4,0,0,0.19815655764968793,78684.01,Medium
Travels Rarely,0.35,Increases Risk,32,5,0,0,0.19815655764968793,78684.01,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,32,1,0,0,0.19815655764968793,78684.01,Medium
YearsWithCurrManager,-0.547,Reduces Risk,32,2,0,0,0.19815655764968793,78684.01,Medium
Travels Frequently,-0.49,Reduces Risk,32,3,0,0,0.19815655764968793,78684.01,Medium
Overtime,-0.409,Reduces Risk,32,4,0,0,0.19815655764968793,78684.01,Medium
TrainingTimesLastYear,-0.363,Reduces Risk,32,5,0,0,0.19815655764968793,78684.01,Medium
NumCompaniesWorked,1.106,Increases Risk,1335,1,0,0,0.0214845405099594,15089.88,Low
Research Scientist,0.75,Increases Risk,1335,2,0,0,0.0214845405099594,15089.88,Low
DistanceFromHome,0.41,Increases Risk,1335,3,0,0,0.0214845405099594,15089.88,Low
YearsInCurrentRole,0.375,Increases Risk,1335,4,0,0,0.0214845405099594,15089.88,Low
Travels Rarely,0.35,Increases Risk,1335,5,0,0,0.0214845405099594,15089.88,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,1335,1,0,0,0.0214845405099594,15089.88,Low
Other Education,-0.519,Reduces Risk,1335,2,0,0,0.0214845405099594,15089.88,Low
JobSatisfaction,-0.51,Reduces Risk,1335,3,0,0,0.0214845405099594,15089.88,Low
YearsAtCompany,-0.5,Reduces Risk,1335,4,0,0,0.0214845405099594,15089.88,Low
Travels Frequently,-0.49,Reduces Risk,1335,5,0,0,0.0214845405099594,15089.88,Low
YearsAtCompany,2.246,Increases Risk,425,1,0,0,0.12806498437742,392939.23,High
YearsSinceLastPromotion,2.097,Increases Risk,425,2,0,0,0.12806498437742,392939.23,High
DistanceFromHome,0.826,Increases Risk,425,3,0,0,0.12806498437742,392939.23,High
EstimatedMonthlySalary,0.465,Increases Risk,425,4,0,0,0.12806498437742,392939.23,High
Travels Rarely,0.35,Increases Risk,425,5,0,0,0.12806498437742,392939.23,High
YearsInCurrentRole,-1.046,Reduces Risk,425,1,0,0,0.12806498437742,392939.23,High
TotalWorkingYears,-1.042,Reduces Risk,425,2,0,0,0.12806498437742,392939.23,High
NumCompaniesWorked,-0.524,Reduces Risk,425,3,0,0,0.12806498437742,392939.23,High
Travels Frequently,-0.49,Reduces Risk,425,4,0,0,0.12806498437742,392939.23,High
Single,-0.475,Reduces Risk,425,5,0,0,0.12806498437742,392939.23,High
YearsAtCompany,1.038,Increases Risk,344,1,0,0,0.012383990186043718,18044.71,Low
Single,0.883,Increases Risk,344,2,0,0,0.012383990186043718,18044.71,Low
Manufacturing Director,0.541,Increases Risk,344,3,0,0,0.012383990186043718,18044.71,Low
Technical Degree,0.428,Increases Risk,344,4,0,0,0.012383990186043718,18044.71,Low
Travels Rarely,0.35,Increases Risk,344,5,0,0,0.012383990186043718,18044.71,Low
YearsWithCurrManager,-1.204,Reduces Risk,344,1,0,0,0.012383990186043718,18044.71,Low
NumCompaniesWorked,-0.524,Reduces Risk,344,2,0,0,0.012383990186043718,18044.71,Low
Travels Frequently,-0.49,Reduces Risk,344,3,0,0,0.012383990186043718,18044.71,Low
Overtime,-0.409,Reduces Risk,344,4,0,0,0.012383990186043718,18044.71,Low
TotalWorkingYears,-0.391,Reduces Risk,344,5,0,0,0.012383990186043718,18044.71,Low
Overtime,1.744,Increases Risk,353,1,0,0,0.10310000721384471,110865.5,Medium
Research Scientist,0.75,Increases Risk,353,2,0,0,0.10310000721384471,110865.5,Medium
JobSatisfaction,0.676,Increases Risk,353,3,0,0,0.10310000721384471,110865.5,Medium
YearsSinceLastPromotion,0.651,Increases Risk,353,4,0,0,0.10310000721384471,110865.5,Medium
Travels Rarely,0.35,Increases Risk,353,5,0,0,0.10310000721384471,110865.5,Medium
JobInvolvement,-0.61,Reduces Risk,353,1,0,0,0.10310000721384471,110865.5,Medium
YearsInCurrentRole,-0.513,Reduces Risk,353,2,0,0,0.10310000721384471,110865.5,Medium
Travels Frequently,-0.49,Reduces Risk,353,3,0,0,0.10310000721384471,110865.5,Medium
Single,-0.475,Reduces Risk,353,4,0,0,0.10310000721384471,110865.5,Medium
YearsWithCurrManager,-0.416,Reduces Risk,353,5,0,0,0.10310000721384471,110865.5,Medium
YearsSinceLastPromotion,1.454,Increases Risk,1348,1,0,0,0.022509043306273468,68160.53,Medium
YearsAtCompany,1.367,Increases Risk,1348,2,0,0,0.022509043306273468,68160.53,Medium
JobSatisfaction,0.676,Increases Risk,1348,3,0,0,0.022509043306273468,68160.53,Medium
EnvironmentSatisfaction,0.55,Increases Risk,1348,4,0,0,0.022509043306273468,68160.53,Medium
EstimatedMonthlySalary,0.456,Increases Risk,1348,5,0,0,0.022509043306273468,68160.53,Medium
YearsWithCurrManager,-1.598,Reduces Risk,1348,1,0,0,0.022509043306273468,68160.53,Medium
TotalWorkingYears,-0.687,Reduces Risk,1348,2,0,0,0.022509043306273468,68160.53,Medium
YearsInCurrentRole,-0.513,Reduces Risk,1348,3,0,0,0.022509043306273468,68160.53,Medium
Travels Frequently,-0.49,Reduces Risk,1348,4,0,0,0.022509043306273468,68160.53,Medium
Single,-0.475,Reduces Risk,1348,5,0,0,0.022509043306273468,68160.53,Medium
Laboratory Technician,1.794,Increases Risk,1422,1,0,1,0.5265697293654955,252121.59,High
Overtime,1.744,Increases Risk,1422,2,0,1,0.5265697293654955,252121.59,High
NumCompaniesWorked,0.903,Increases Risk,1422,3,0,1,0.5265697293654955,252121.59,High
YearsInCurrentRole,0.375,Increases Risk,1422,4,0,1,0.5265697293654955,252121.59,High
Travels Rarely,0.35,Increases Risk,1422,5,0,1,0.5265697293654955,252121.59,High
EnvironmentSatisfaction,-0.588,Reduces Risk,1422,1,0,1,0.5265697293654955,252121.59,High
YearsAtCompany,-0.5,Reduces Risk,1422,2,0,1,0.5265697293654955,252121.59,High
Travels Frequently,-0.49,Reduces Risk,1422,3,0,1,0.5265697293654955,252121.59,High
Single,-0.475,Reduces Risk,1422,4,0,1,0.5265697293654955,252121.59,High
Medical,-0.343,Reduces Risk,1422,5,0,1,0.5265697293654955,252121.59,High
Laboratory Technician,1.794,Increases Risk,841,1,0,1,0.5544185335819533,358963.82,High
NumCompaniesWorked,1.106,Increases Risk,841,2,0,1,0.5544185335819533,358963.82,High
Single,0.883,Increases Risk,841,3,0,1,0.5544185335819533,358963.82,High
DistanceFromHome,0.618,Increases Risk,841,4,0,1,0.5544185335819533,358963.82,High
Travels Rarely,0.35,Increases Risk,841,5,0,1,0.5544185335819533,358963.82,High
EnvironmentSatisfaction,-0.588,Reduces Risk,841,1,0,1,0.5544185335819533,358963.82,High
Travels Frequently,-0.49,Reduces Risk,841,2,0,1,0.5544185335819533,358963.82,High
Overtime,-0.409,Reduces Risk,841,3,0,1,0.5544185335819533,358963.82,High
Medical,-0.343,Reduces Risk,841,4,0,1,0.5544185335819533,358963.82,High
YearsAtCompany,-0.28,Reduces Risk,841,5,0,1,0.5544185335819533,358963.82,High
NumCompaniesWorked,0.903,Increases Risk,322,1,0,0,0.03745170349615474,34077.31,Medium
Single,0.883,Increases Risk,322,2,0,0,0.03745170349615474,34077.31,Medium
Research Scientist,0.75,Increases Risk,322,3,0,0,0.03745170349615474,34077.31,Medium
EnvironmentSatisfaction,0.55,Increases Risk,322,4,0,0,0.03745170349615474,34077.31,Medium
TrainingTimesLastYear,0.434,Increases Risk,322,5,0,0,0.03745170349615474,34077.31,Medium
JobInvolvement,-0.61,Reduces Risk,322,1,0,0,0.03745170349615474,34077.31,Medium
YearsInCurrentRole,-0.513,Reduces Risk,322,2,0,0,0.03745170349615474,34077.31,Medium
JobSatisfaction,-0.51,Reduces Risk,322,3,0,0,0.03745170349615474,34077.31,Medium
Travels Frequently,-0.49,Reduces Risk,322,4,0,0,0.03745170349615474,34077.31,Medium
YearsWithCurrManager,-0.416,Reduces Risk,322,5,0,0,0.03745170349615474,34077.31,Medium
JobRole_Sales Representative,1.949,Increases Risk,1087,1,0,0,0.31636595672652595,131431.07,Medium
Overtime,1.744,Increases Risk,1087,2,0,0,0.31636595672652595,131431.07,Medium
YearsSinceLastPromotion,0.49,Increases Risk,1087,3,0,0,0.31636595672652595,131431.07,Medium
YearsAtCompany,0.489,Increases Risk,1087,4,0,0,0.31636595672652595,131431.07,Medium
Technical Degree,0.428,Increases Risk,1087,5,0,0,0.31636595672652595,131431.07,Medium
